Matthew1:1 アブラハムの子であるダビデの子、イエス・キリストの系図。 
1Corinthians13:12 わたしたちは、今は、鏡に映して見るようにおぼろげに見ている。しかしその時には、顔と顔とを合わせて、見るであろう。わたしの知るところは、今は一部分にすぎない。しかしその時には、わたしが完全に知られているように、完全に知るであろう。 
1Corinthians13:13 このように、いつまでも存続するものは、信仰と希望と愛と、この三つである。このうちで最も大いなるものは、愛である。 
1Corinthians14:1 愛を追い求めなさい。また、霊の賜物を、ことに預言することを、熱心に求めなさい。 
1Corinthians14:2 異言を語る者は、人にむかって語るのではなく、神にむかって語るのである。それはだれにもわからない。彼はただ、霊によって奥義を語っているだけである。 
1Corinthians14:3 しかし預言をする者は、人に語ってその徳を高め、彼を励まし、慰めるのである。 
1Corinthians14:4 異言を語る者は自分だけの徳を高めるが、預言をする者は教会の徳を高める。 
1Corinthians14:5 わたしは実際、あなたがたがひとり残らず異言を語ることを望むが、特に預言をしてもらいたい。教会の徳を高めるように異言を解かない限り、異言を語る者よりも、預言をする者の方がまさっている。 
1Corinthians14:6 だから、兄弟たちよ。たといわたしがあなたがたの所に行って異言を語るとしても、啓示か知識か預言か教かを語らなければ、あなたがたに、なんの役に立つだろうか。 
1Corinthians14:7 また、笛や立琴のような楽器でも、もしその音に変化がなければ、何を吹いているのか、弾いているのか、どうして知ることができようか。 
1Corinthians14:8 また、もしラッパがはっきりした音を出さないなら、だれが戦闘の準備をするだろうか。 
1Corinthians14:9 それと同様に、もしあなたがたが異言ではっきりしない言葉を語れば、どうしてその語ることがわかるだろうか。それでは、空にむかって語っていることになる。 
1Corinthians14:10 世には多種多様の言葉があるだろうが、意味のないものは一つもない。 
1Corinthians14:11 もしその言葉の意味がわからないなら、語っている人にとっては、わたしは異国人であり、語っている人も、わたしにとっては異国人である。 
1Corinthians14:12 だから、あなたがたも、霊の賜物を熱心に求めている以上は、教会の徳を高めるために、それを豊かにいただくように励むがよい。 
1Corinthians14:13 このようなわけであるから、異言を語る者は、自分でそれを解くことができるように祈りなさい。 
1Corinthians14:14 もしわたしが異言をもって祈るなら、わたしの霊は祈るが、知性は実を結ばないからである。 
1Corinthians14:15 すると、どうしたらよいのか。わたしは霊で祈ると共に、知性でも祈ろう。霊でさんびを歌うと共に、知性でも歌おう。 
1Corinthians14:16 そうでないと、もしあなたが霊で祝福の言葉を唱えても、初心者の席にいる者は、あなたの感謝に対して、どうしてアァメンと言えようか。あなたが何を言っているのか、彼には通じない。 
1Corinthians14:17 感謝するのは結構だが、それで、ほかの人の徳を高めることにはならない。 
1Corinthians14:18 わたしは、あなたがたのうちのだれよりも多く異言が語れることを、神に感謝する。 
1Corinthians14:19 しかし教会では、一万の言葉を異言で語るよりも、ほかの人たちをも教えるために、むしろ五つの言葉を知性によって語る方が願わしい。 
1Corinthians14:20 兄弟たちよ。物の考えかたでは、子供となってはいけない。悪事については幼な子となるのはよいが、考えかたでは、おとなとなりなさい。 
